,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,output_type,gtex_tissue,histone_mark,transcription_factor
612,UBERON:0001499 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001499,muscle of arm,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
613,UBERON:0001621 gtex Artery_Coronary polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001621,coronary artery,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Artery_Coronary,,
614,UBERON:0001774 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
615,UBERON:0001870 gtex Brain_Cortex polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001870,frontal cortex,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Cortex,,
616,UBERON:0001873 gtex Brain_Caudate_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001873,caudate nucleus,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Caudate_basal_ganglia,,
617,UBERON:0001874 gtex Brain_Putamen_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001874,putamen,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Putamen_basal_ganglia,,
618,UBERON:0001876 gtex Brain_Amygdala polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001876,amygdala,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Amygdala,,
619,UBERON:0001882 gtex Brain_Nucleus_accumbens_basal_ganglia polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001882,nucleus accumbens,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Nucleus_accumbens_basal_ganglia,,
620,UBERON:0001898 gtex Brain_Hypothalamus polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001898,hypothalamus,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Hypothalamus,,
621,UBERON:0001954 gtex Brain_Hippocampus polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0001954,Ammon's horn,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Hippocampus,,
622,UBERON:0002037 gtex Brain_Cerebellum polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002037,cerebellum,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Cerebellum,,
623,UBERON:0002038 gtex Brain_Substantia_nigra polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002038,substantia nigra,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Substantia_nigra,,
624,UBERON:0002046 gtex Thyroid polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002046,thyroid gland,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Thyroid,,
625,UBERON:0002106 gtex Spleen polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Spleen,,
626,UBERON:0002106 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002106,spleen,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
627,UBERON:0002107 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002107,liver,tissue,"child,adult",encode,single,False,OutputType.RNA_SEQ,,,
628,UBERON:0002108 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002108,small intestine,tissue,embryonic,encode,paired,False,OutputType.RNA_SEQ,,,
629,UBERON:0002113 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002113,kidney,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
630,UBERON:0002167 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002167,right lung,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
631,UBERON:0002168 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002168,left lung,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
632,UBERON:0002190 gtex Adipose_Subcutaneous polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002190,subcutaneous adipose tissue,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Adipose_Subcutaneous,,
633,UBERON:0002240 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002240,spinal cord,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
634,UBERON:0002245 gtex Brain_Cerebellar_Hemisphere polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002245,cerebellar hemisphere,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Cerebellar_Hemisphere,,
635,UBERON:0002324 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002324,muscle of back,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
636,UBERON:0002367 gtex Prostate polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002367,prostate gland,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Prostate,,
637,UBERON:0002369 gtex Adrenal_Gland polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Adrenal_Gland,,
638,UBERON:0002369 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002369,adrenal gland,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
639,UBERON:0002370 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0002370,thymus,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
640,UBERON:0003662 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003662,forelimb muscle,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
641,UBERON:0003663 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003663,hindlimb muscle,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
642,UBERON:0003889 gtex Fallopian_Tube polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0003889,fallopian tube,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Fallopian_Tube,,
643,UBERON:0004264 gtex Skin_Sun_Exposed_Lower_leg polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004264,lower leg skin,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Skin_Sun_Exposed_Lower_leg,,
644,UBERON:0004538 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004538,left kidney,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
645,UBERON:0004550 gtex Esophagus_Gastroesophageal_Junction polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004550,gastroesophageal sphincter,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Esophagus_Gastroesophageal_Junction,,
646,UBERON:0004648 gtex Esophagus_Muscularis polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0004648,esophagus muscularis mucosa,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Esophagus_Muscularis,,
647,UBERON:0005270 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0005270,renal cortex interstitium,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
648,UBERON:0006330 gtex Minor_Salivary_Gland polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006330,anterior lingual gland,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Minor_Salivary_Gland,,
649,UBERON:0006469 gtex Brain_Spinal_cord_cervical_c-1 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006469,C1 segment of cervical spinal cord,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Spinal_cord_cervical_c-1,,
650,UBERON:0006566 gtex Heart_Left_Ventricle polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006566,left ventricle myocardium,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Heart_Left_Ventricle,,
651,UBERON:0006631 gtex Heart_Atrial_Appendage polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006631,right atrium auricular region,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Heart_Atrial_Appendage,,
652,UBERON:0006920 gtex Esophagus_Mucosa polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0006920,esophagus squamous epithelium,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Esophagus_Mucosa,,
653,UBERON:0007610 gtex Artery_Tibial polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0007610,tibial artery,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Artery_Tibial,,
654,UBERON:0008367 gtex Breast_Mammary_Tissue polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0008367,breast epithelium,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Breast_Mammary_Tissue,,
655,UBERON:0008952 gtex Lung polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0008952,upper lobe of left lung,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Lung,,
656,UBERON:0009834 gtex Brain_Frontal_Cortex_BA9 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0009834,dorsolateral prefrontal cortex,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Frontal_Cortex_BA9,,
657,UBERON:0009835 gtex Brain_Anterior_cingulate_cortex_BA24 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0009835,anterior cingulate cortex,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Brain_Anterior_cingulate_cortex_BA24,,
658,UBERON:0010414 gtex Adipose_Visceral_Omentum polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0010414,omental fat pad,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Adipose_Visceral_Omentum,,
659,UBERON:0011907 gtex Muscle_Skeletal polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0011907,gastrocnemius medialis,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Muscle_Skeletal,,
660,UBERON:0012249 gtex Cervix_Ectocervix polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0012249,ectocervix,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Cervix_Ectocervix,,
661,UBERON:0013756 gtex Whole_Blood polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0013756,venous blood,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Whole_Blood,,
662,UBERON:0018115 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0018115,left renal pelvis,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
663,UBERON:0018116 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0018116,right renal pelvis,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
664,UBERON:0018117 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0018117,left renal cortex interstitium,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
665,UBERON:0018118 polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0018118,right renal cortex interstitium,tissue,embryonic,encode,single,False,OutputType.RNA_SEQ,,,
666,UBERON:0036149 gtex Skin_Not_Sun_Exposed_Suprapubic polyA plus RNA-seq,.,polyA plus RNA-seq,UBERON:0036149,suprapubic skin,tissue,adult,gtex,paired,False,OutputType.RNA_SEQ,Skin_Not_Sun_Exposed_Suprapubic,,
0,CL:0000047 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2AFZ,
1,CL:0000047 Histone ChIP-seq H2AK5ac,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2AK5ac,
2,CL:0000047 Histone ChIP-seq H2BK5ac,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2BK5ac,
3,CL:0000047 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K18ac,
4,CL:0000047 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
5,CL:0000047 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
6,CL:0000047 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
7,CL:0000047 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
8,CL:0000047 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me2,
9,CL:0000047 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
10,CL:0000047 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000047,neuronal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
11,CL:0000062 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H2AFZ,
12,CL:0000062 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
13,CL:0000062 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
14,CL:0000062 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
15,CL:0000062 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
16,CL:0000062 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me2,
17,CL:0000062 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
18,CL:0000062 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K79me2,
19,CL:0000062 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,CL:0000062,osteoblast,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H4K20me1,
20,CL:0000084 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
21,CL:0000084 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
22,CL:0000084 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
23,CL:0000084 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
24,CL:0000084 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
25,CL:0000084 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000084,T-cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
26,CL:0000100 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000100,motor neuron,in_vitro_differentiated_cells,adult,encode,paired,False,OutputType.CHIP_HISTONE,,H3K27ac,
27,CL:0000100 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000100,motor neuron,in_vitro_differentiated_cells,adult,encode,paired,False,OutputType.CHIP_HISTONE,,H3K4me1,
28,CL:0000100 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000100,motor neuron,in_vitro_differentiated_cells,adult,encode,paired,False,OutputType.CHIP_HISTONE,,H3K4me3,
29,CL:0000127 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H2AFZ,
30,CL:0000127 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
31,CL:0000127 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
32,CL:0000127 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
33,CL:0000127 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
34,CL:0000127 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me2,
35,CL:0000127 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
36,CL:0000127 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K79me2,
37,CL:0000127 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
38,CL:0000127 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,CL:0000127,astrocyte,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H4K20me1,
39,CL:0000134 Histone ChIP-seq H2BK120ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2BK120ac,
40,CL:0000134 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2BK12ac,
41,CL:0000134 Histone ChIP-seq H3K14ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K14ac,
42,CL:0000134 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K18ac,
43,CL:0000134 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
44,CL:0000134 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
45,CL:0000134 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
46,CL:0000134 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4ac,
47,CL:0000134 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
48,CL:0000134 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
49,CL:0000134 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
50,CL:0000134 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
51,CL:0000134 Histone ChIP-seq H4K8ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H4K8ac,
52,CL:0000134 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H4K91ac,
53,CL:0000136 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
54,CL:0000136 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
55,CL:0000136 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
56,CL:0000136 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
57,CL:0000136 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
58,CL:0000136 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,False,OutputType.CHIP_HISTONE,,H3K9me3,
59,CL:0000182 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2AFZ,
60,CL:0000182 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
61,CL:0000182 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
62,CL:0000182 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me2,
63,CL:0000182 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
64,CL:0000182 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K79me2,
65,CL:0000182 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
66,CL:0000188 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000188,skeletal muscle cell,primary_cell,unknown,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
67,CL:0000192 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H2AFZ,
68,CL:0000192 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
69,CL:0000192 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
70,CL:0000192 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
71,CL:0000192 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me2,
72,CL:0000192 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
73,CL:0000192 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K79me2,
74,CL:0000192 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K9ac,
75,CL:0000192 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H4K20me1,
76,CL:0000221 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27me3,
77,CL:0000221 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K36me3,
78,CL:0000221 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me1,
79,CL:0000221 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K4me3,
80,CL:0000222 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,False,OutputType.CHIP_HISTONE,,H3K27ac,
